MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
7366952,162680163,02/25/2017,09/24/2016,01:00:00,09/24/2016,01:00:00,204,,,1000 COLLIER RD NW,0315,1207,,2,Morn,Sat,,ROBBERY-RESIDENCE,Underwood Hills,D,-84.420289999999994,33.8095
7370443,163090763,01/02/2017,11/04/2016,23:00:00,01/02/2017,23:00:00,306,,,1690 MELROSE PLACE SW,0640,2305,,1,Unk,Unk,4,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.420929999999998,33.708939999999998
7371856,163282668,04/20/2017,11/23/2016,19:00:00,11/23/2016,20:00:00,211,,,2470 CAMELLIA LN NE,0710,2404,10,1,Eve,Wed,18,AUTO THEFT,Lindbergh/Morosgo,B,-84.371229999999997,33.823459999999997
7373785,163522791,01/02/2017,12/18/2016,01:00:00,12/18/2016,01:30:00,303,,,689 FORMWALT ST SW,0640,2305,,1,Morn,Sun,18,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.394379999999998,33.736989999999999
7373854,163532016,01/19/2017,12/18/2016,16:46:00,12/18/2016,16:50:00,506,,,848 MENTELLE DR NE,0640,2305,,1,Eve,Sun,,LARCENY-FROM VEHICLE,Midtown,E,-84.374279999999999,33.777769999999997
7374506,163611568,01/28/2017,01/28/2017,16:00:00,01/28/2017,16:30:00,412,,,4490 DANFORTH RD SW,0640,2305,,1,Eve,Sat,20,LARCENY-FROM VEHICLE,Midwest Cascade,Q,-84.535780000000003,33.725070000000002
7374902,170010040,01/01/2017,01/01/2017,00:00:00,01/01/2017,00:05:00,304,,,1192 PRYOR,0311,1212,,1,Morn,Sun,18,ROBBERY-PEDESTRIAN,Pittsburgh,V,-84.393749999999997,33.721640000000001
7374903,170010079,01/01/2017,01/01/2017,00:00:00,01/01/2017,00:10:00,413,,,3580 CAMPBELLTON RD SW,0640,2305,,1,Morn,Sun,23,LARCENY-FROM VEHICLE,,P,-84.505840000000006,33.689900000000002
7374904,170010151,01/01/2017,01/01/2017,00:26:00,01/31/2017,12:17:00,503,,,I-75-85 NB EXPY NW / 10TH ST NW,0650,2304,,1,Unk,Unk,13,LARCENY-FROM VEHICLE,Midtown,E,-84.390870000000007,33.781529999999997
7374905,170010192,01/01/2017,12/31/2016,22:30:00,01/01/2017,00:45:00,307,,,2002 REYNOLDS DR SW,0710,2404,,1,Morn,Sat,99,AUTO THEFT,Lakewood Heights,Y,-84.399730000000005,33.699829999999999
7374906,170010193,01/01/2017,12/31/2016,22:30:00,01/01/2017,00:45:00,402,,,840 ATWOOD ST SW,0640,2305,,1,Morn,Sat,20,LARCENY-FROM VEHICLE,Oakland City,S,-84.429159999999996,33.732140000000001
7374907,170010206,01/01/2017,01/01/2017,00:30:00,01/01/2017,00:40:00,112,,,2778 DALE CREEK DR NW,0521,2204,,1,Morn,Sun,20,BURGLARY-RESIDENCE,Collier Heights,I,-84.478390000000005,33.765230000000003
7374908,170010232,01/01/2017,12/30/2016,23:30:00,12/31/2016,23:50:00,605,,,300 MARTIN L KING JR DR SE,0640,2305,,1,Unk,Sat,26,LARCENY-FROM VEHICLE,Oakland,W,-84.378749999999997,33.74803
7374909,170010294,01/01/2017,12/31/2016,19:00:00,01/01/2017,00:30:00,507,,,425 MARKHAM ST,0640,2305,,1,Eve,Sat,,LARCENY-FROM VEHICLE,Downtown,M,-84.394750000000002,33.748750000000001
7374910,170010325,01/01/2017,12/23/2016,06:00:00,12/31/2016,20:45:00,208,APT,814,3432 PIEDMONT RD NE,0511,2202,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Buckhead Forest,B,-84.37567,33.848979999999997
7374911,170010423,01/01/2017,01/01/2017,01:55:00,01/01/2017,01:55:00,610,,,200 CLIFTON ST SE,0511,2202,10,1,Morn,Sun,20,BURGLARY-RESIDENCE,Kirkwood,O,-84.331580000000002,33.747819999999997
7374912,170010481,01/01/2017,01/01/2017,00:00:00,01/01/2017,02:15:00,504,,,375 LUCKIE ST NW,0430,1315,20,1,Morn,Sun,3,AGG ASSAULT,Downtown,M,-84.396839999999997,33.764949999999999
7374913,170010499,01/01/2017,01/01/2017,02:00:00,01/01/2017,02:22:00,113,,,2711 MARCO DR NW,0430,1315,10,1,Morn,Sun,20,AGG ASSAULT,Lincoln Homes,G,-84.476590000000002,33.800469999999997
7374914,170010567,01/01/2017,12/31/2016,22:30:00,01/01/2017,02:51:00,101,APT,1604,565 GREENSFERRY AVE SW,0511,2202,,2,Morn,Sun,,BURGLARY-RESIDENCE,The Villages at Castleberry H,T,-84.406750000000002,33.746510000000001
7374915,170010583,01/01/2017,01/01/2017,02:50:00,01/01/2017,02:57:00,411,,,3030 HEADLAND DR SW,0512,2203,,1,Morn,Sun,24,BURGLARY-NONRES,Greenbriar,R,-84.48742,33.688409999999998
7374916,170010593,01/01/2017,12/31/2016,01:00:00,01/01/2017,03:03:00,309,,,2640 METROPOLITAN PKWY SW,0640,2305,,1,Unk,Sat,18,LARCENY-FROM VEHICLE,Perkerson,X,-84.407439999999994,33.682630000000003
7374917,170010600,01/01/2017,01/01/2017,02:55:00,01/01/2017,03:00:00,212,,,1899 CHESHIRE BRIDGE RD NE,0347,1299S,,1,Morn,Sun,18,ROBBERY-PEDESTRIAN,Morningside/Lenox Park,F,-84.360849999999999,33.809660000000001
7374918,170010618,01/01/2017,01/01/2017,03:17:00,01/01/2017,03:19:00,204,,,1710 DEFOOR AVE NW,0710,2404,,1,Morn,Sun,21,AUTO THEFT,Underwood Hills,D,-84.420019999999994,33.801400000000001
7374919,170010712,01/01/2017,01/01/2017,01:30:00,01/01/2017,03:00:00,212,,,1888 CHESHIRE BRIDGE RD NE,0640,2305,,5,Morn,Sun,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.361220000000003,33.810380000000002
7374920,170010754,01/01/2017,01/01/2017,02:00:00,01/01/2017,02:05:00,112,,,666 HAMILTON E HOLMES DR NW,0410,1314,,1,Morn,Sun,18,AGG ASSAULT,Collier Heights,I,-84.473820000000003,33.77319
7374921,170010774,01/01/2017,01/01/2017,04:23:00,01/01/2017,04:30:00,605,,,308 WOODWARD AVE SE,0531,2202A,,1,Morn,Sun,20,BURGLARY-RESIDENCE,Grant Park,W,-84.377510000000001,33.74579
7374922,170010859,01/01/2017,12/31/2016,23:30:00,01/01/2017,05:54:00,102,APT,A-8,880 ROCK ST NW,0511,2202,,1,Morn,Sun,26,BURGLARY-RESIDENCE,Vine City,L,-84.416480000000007,33.762129999999999
7374923,170010864,01/01/2017,12/31/2016,05:30:00,12/31/2016,05:59:00,303,,1311,455 FULTON ST SW,0410,1314,,1,Morn,Sat,26,AGG ASSAULT,Mechanicsville,V,-84.402829999999994,33.741729999999997
7374924,170010894,01/01/2017,12/15/2016,08:00:00,12/15/2016,12:00:00,405,,,3050 MARTIN L KING JR DR SW,0650,2304,,1,Day,Thu,18,LARCENY-FROM VEHICLE,Harland Terrace,I,-84.485699999999994,33.75177
7374925,170010916,01/01/2017,01/01/2017,07:20:00,01/01/2017,07:23:00,201,,,2055 MOUNT PARAN RD NW,0710,2404,10,2,Day,Sun,13,AUTO THEFT,Paces,A,-84.441739999999996,33.862969999999997
7374926,170010934,01/01/2017,01/01/2017,07:00:00,01/01/2017,07:48:00,512,,,85 BROAD ST.,0440,1399,,1,Day,Sun,13,AGG ASSAULT,Downtown,M,-84.392610000000005,33.753869999999999
7374927,170010949,01/01/2017,01/01/2017,00:15:00,01/01/2017,00:15:00,509,,202,265 PEACHTREE ST NE,0690,2399,,1,Morn,Sun,,LARCENY-NON VEHICLE,Downtown,M,-84.387439999999998,33.761699999999998
7374928,170010953,01/01/2017,01/01/2017,08:00:00,01/01/2017,08:11:00,604,,,400 GARTRELL ST SE,0311,1204,,1,Day,Sun,13,ROBBERY-PEDESTRIAN,Sweet Auburn,M,-84.374070000000003,33.752960000000002
7374929,170010999,01/01/2017,01/01/2017,00:00:00,01/01/2017,08:00:00,113,,114,1212 JAMES JACKSON PKWY NW,0210,1103,,2,Morn,Sun,26,RAPE,Monroe Heights,G,-84.476429999999993,33.789929999999998
7374930,170011007,01/01/2017,12/31/2016,16:00:00,01/01/2017,09:00:00,210,,,3405 LENOX RD NE,0640,2305,,1,Unk,Sun,18,LARCENY-FROM VEHICLE,Lenox,B,-84.359470000000002,33.847999999999999
7374931,170011015,01/01/2017,12/31/2016,23:00:00,01/01/2017,09:00:00,612,,,1548 MARBUT AVE SE,0640,2305,,1,Morn,Sun,20,LARCENY-FROM VEHICLE,East Atlanta,W,-84.337040000000002,33.743400000000001
7374932,170011030,01/01/2017,01/01/2017,09:44:00,01/01/2017,09:52:00,204,,,1801 HOWELL MILL RD NW,0312,1201,,1,Day,Sun,12,ROBBERY-COMMERCIAL,Berkeley Park,D,-84.412779999999998,33.803879999999999
7374933,170011037,01/01/2017,01/01/2017,09:50:00,01/01/2017,09:56:00,204,,,1715 HOWELL MILL RD NW @KROGER - HOWELL MILL,0311,1212,,1,Day,Sun,18,ROBBERY-PEDESTRIAN,Berkeley Park,D,-84.412670000000006,33.801810000000003
7374934,170011070,01/01/2017,01/01/2017,10:25:00,01/01/2017,10:25:00,101,,,369 MCDANIEL ST SW,0640,2305,,2,Day,Sun,26,LARCENY-FROM VEHICLE,The Villages at Castleberry H,T,-84.405230000000003,33.745049999999999
7374935,170011072,01/01/2017,01/01/2017,02:30:00,01/01/2017,03:00:00,511,,,100 PIEDMONT AVE SE,0710,2404,,1,Morn,Sun,18,AUTO THEFT,Downtown,M,-84.385339999999999,33.750959999999999
7374936,170011110,01/01/2017,12/31/2016,15:00:00,01/01/2017,10:00:00,607,,,1070 ORMEWOOD AVE SE,0511,2202,,2,Unk,Sun,20,BURGLARY-RESIDENCE,Ormewood Park,W,-84.352559999999997,33.734160000000003
7374937,170011129,01/01/2017,12/31/2016,12:00:00,01/01/2017,11:00:00,206,,103,374 E PACES FERRY RD NE,0640,2305,,1,Unk,Sat,18,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.375330000000005,33.838880000000003
7374938,170011138,01/01/2017,12/31/2016,20:00:00,01/01/2017,14:00:00,102,APT,1317,779 MAGNOLIA WAY NW,0710,2404,,1,Unk,Sun,18,AUTO THEFT,Vine City,L,-84.413709999999995,33.758220000000001
7374939,170011171,01/01/2017,12/31/2016,21:00:00,01/01/2017,11:00:00,504,,,698 8TH ST NW,0640,2305,,1,Morn,Sun,13,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.410499999999999,33.77957
7374940,170011180,01/01/2017,12/31/2016,23:00:00,01/01/2017,10:30:00,409,,,3011 CAMPBELLTON RD SW,0720,2424,,1,Morn,Sun,18,AUTO THEFT,Southwest,R,-84.487260000000006,33.696379999999998
7374941,170011182,01/01/2017,12/31/2016,22:45:00,01/01/2017,11:43:00,408,,A6,1829 CAMPBELLTON RD SW,0511,2202,,1,Morn,Sun,26,BURGLARY-RESIDENCE,Venetian Hills,S,-84.448629999999994,33.710000000000001
7374942,170011193,01/01/2017,01/01/2017,03:00:00,01/01/2017,03:15:00,509,,,477 PEACHTREE ST NE,0610,2301,,1,Morn,Sun,99,LARCENY-NON VEHICLE,Downtown,M,-84.385540000000006,33.769289999999998
7374943,170011232,01/01/2017,01/01/2017,11:30:00,01/01/2017,11:45:00,507,RM,821,190 MARIETTA ST NW,0610,2301,,1,Day,Sun,14,LARCENY-NON VEHICLE,Downtown,M,-84.394220000000004,33.758569999999999
7374944,170011255,01/01/2017,01/01/2017,12:00:00,01/01/2017,13:00:00,612,,,1981 FLAT SHOALS RD SE,0640,2305,,1,Day,Sun,23,LARCENY-FROM VEHICLE,East Atlanta,W,-84.323239999999998,33.726019999999998
7374945,170011300,01/01/2017,12/31/2016,10:00:00,12/31/2016,17:00:00,208,,,3342 PEACHTREE RD NE,0710,2404,,1,Day,Sat,14,AUTO THEFT,North Buckhead,B,-84.369829999999993,33.847459999999998
7374946,170011304,01/01/2017,01/01/2017,01:00:00,01/01/2017,12:00:00,209,,,3771 ROSWELL RD NE,0670,2308,,1,Morn,Sun,3,LARCENY-NON VEHICLE,North Buckhead,B,-84.381590000000003,33.857500000000002
7374947,170011316,01/01/2017,12/31/2016,22:30:00,01/01/2017,12:00:00,412,,,2000 SANDBROOK CT SW,0710,2404,,1,Morn,Sun,,AUTO THEFT,Sandlewood Estates,P,-84.544390000000007,33.701360000000001
7374948,170011324,01/01/2017,01/01/2017,13:00:00,01/01/2017,13:15:00,503,SUIT,919,933 PEACHTREE ST NE,0670,2308,,1,Day,Sun,21,LARCENY-NON VEHICLE,Midtown,E,-84.384039999999999,33.780189999999997
7374949,170011335,01/01/2017,01/01/2017,02:30:00,01/01/2017,05:30:00,505,,,75 4TH ST NE,0710,2404,,1,Morn,Sun,,AUTO THEFT,Midtown,E,-84.389750000000006,33.77487
7374950,170011336,01/01/2017,01/01/2017,13:30:00,01/01/2017,13:40:00,409,,C2,2797 CAMPBELLTON RD SW,0512,2203,,1,Day,Sun,5,BURGLARY-NONRES,Southwest,R,-84.480459999999994,33.70046
7374951,170011344,01/01/2017,12/31/2016,22:30:00,01/01/2017,13:30:00,406,,,3210 HAZELWOOD DR SW,0730,2434,,1,Morn,Sun,13,AUTO THEFT,Magnum Manor,I,-84.493340000000003,33.727229999999999
7374952,170011358,01/01/2017,12/31/2016,19:00:00,01/01/2017,11:00:00,505,,1105,855 PEACHTREE ST NE,0640,2305,,1,Unk,Sun,18,LARCENY-FROM VEHICLE,Midtown,E,-84.384240000000005,33.777999999999999
7374953,170011435,01/01/2017,12/31/2016,19:05:00,12/31/2016,22:30:00,504,,,790 MARIETTA ST NW,0640,2305,,1,Eve,Sat,13,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.406120000000001,33.774250000000002
7374954,170011504,01/01/2017,01/01/2017,15:00:00,01/01/2017,15:30:00,602,,,1069 Washita Ave NE,0640,2305,,1,Eve,Sun,20,LARCENY-FROM VEHICLE,Inman Park,N,-84.352890000000002,33.76341
7374955,170011513,01/01/2017,01/01/2017,14:50:00,01/01/2017,15:00:00,208,,,3440 PEACHTREE RD NE,0630,2303,10,1,Day,Sun,24,LARCENY-NON VEHICLE,North Buckhead,B,-84.362350000000006,33.851660000000003
7374956,170011525,01/01/2017,01/01/2017,15:37:00,01/01/2017,15:37:00,303,,,633 PRYOR ST SW,0640,2305,,1,Eve,Sun,3,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.394859999999994,33.7376
7374957,170011531,01/01/2017,01/01/2017,14:15:00,01/01/2017,15:45:00,610,,,2161 COLLEGE AVE NE,0640,2305,,1,Eve,Sun,21,LARCENY-FROM VEHICLE,Kirkwood,O,-84.316450000000003,33.76408
7374958,170011548,01/01/2017,12/03/2016,08:00:00,01/01/2017,15:00:00,211,,,22 HIGHLAND DR NE,0690,2316,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Peachtree Park,B,-84.367720000000006,33.844819999999999
7374959,170011621,01/01/2017,01/01/2017,17:00:00,01/01/2017,18:00:00,114,,B13,3804 MARTIN LUTHER KING DR,0690,2399,10,2,Eve,Sun,26,LARCENY-NON VEHICLE,Old Gordon,H,-84.513220000000004,33.767969999999998
7374960,170011645,01/01/2017,12/31/2016,20:00:00,01/01/2017,14:00:00,302,,,908 WELCH ST SW,0640,2305,,1,Unk,Sun,13,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.404650000000004,33.730260000000001
7374961,170011678,01/01/2017,01/01/2017,16:10:00,01/01/2017,16:30:00,205,,,2020 HOWELL MILL RD NW @PUBLIX - HOWELL,0630,2303,,1,Eve,Sun,7,LARCENY-NON VEHICLE,Wildwood (NPU-C),C,-84.413470000000004,33.810220000000001
7374962,170011682,01/01/2017,12/30/2016,22:00:00,01/01/2017,05:00:00,113,APT,A414,2591 ETHERIDGE DR NW,0511,2202,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Carey Park,G,-84.472920000000002,33.7881
7374963,170011692,01/02/2017,01/01/2017,13:00:00,01/01/2017,13:30:00,208,,,3380 PEACHTREE RD NE,0710,2404,,1,Day,Sun,18,AUTO THEFT,North Buckhead,B,-84.366169999999997,33.849690000000002
7374964,170011735,01/01/2017,01/01/2017,14:00:00,01/01/2017,15:17:00,208,,,3500 PEACHTREE RD NE,0630,2303,10,1,Day,Sun,,LARCENY-NON VEHICLE,North Buckhead,B,-84.362780000000001,33.853020000000001
7374965,170011747,01/01/2017,01/01/2017,01:00:00,01/01/2017,05:00:00,510,,,43 JESSE HILL JR DR,0710,2404,,1,Morn,Sun,24,AUTO THEFT,Downtown,M,-84.380129999999994,33.75582
7374966,170011751,01/01/2017,01/01/2017,15:30:00,01/01/2017,17:45:00,508,,,150 CARNEGIE WAY NW,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Downtown,M,-84.389049999999997,33.758319999999998
7374967,170011863,01/01/2017,12/31/2016,10:30:00,01/01/2017,12:00:00,112,,,319 SKIPPER PL NW,0640,2305,,1,Unk,Sat,,LARCENY-FROM VEHICLE,Collier Heights,I,-84.491100000000003,33.781329999999997
7374968,170011877,01/01/2017,01/01/2017,10:35:00,01/01/2017,11:14:00,103,,3000,550 LINDSEY ST NW,0690,2399,,1,Day,Sun,4,LARCENY-NON VEHICLE,English Avenue,L,-84.416589999999999,33.769680000000001
7374969,170011922,01/01/2017,12/05/2016,00:00:00,01/01/2017,14:56:00,407,,,3604 BAKERS FERRY RD SW,0210,1103,,1,Unk,Unk,,RAPE,Adamsville,H,-84.505859999999998,33.758940000000003
7374970,170011995,01/01/2017,01/01/2017,19:25:00,01/01/2017,19:25:00,303,,,448 RALPH D ABERNATHY BLVD SW,0710,2404,,1,Eve,Sun,99,AUTO THEFT,Mechanicsville,V,-84.402479999999997,33.736420000000003
7374971,170012028,01/01/2017,01/01/2017,14:30:00,01/01/2017,19:30:00,102,,,612 FOUNDRY ST NW,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Vine City,L,-84.407709999999994,33.759160000000001
7374972,170012066,01/01/2017,01/01/2017,18:50:00,01/01/2017,20:03:00,311,,,730 CLEVELAND AVE SW,0512,2203,,1,Eve,Sun,5,BURGLARY-NONRES,Hammond Park,X,-84.412679999999995,33.680970000000002
7374973,170012135,01/01/2017,01/01/2017,20:15:00,01/01/2017,20:25:00,113,APT,C301,2500 CENTER ST NW,0531,2202A,,1,Eve,Sun,26,BURGLARY-RESIDENCE,Carey Park,G,-84.471559999999997,33.789990000000003
7374974,170012145,01/01/2017,01/01/2017,20:30:00,01/01/2017,20:45:00,209,,,3655 ROSWELL RD NE,0640,2305,,4,Eve,Sun,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.381349999999998,33.855469999999997
7374975,170012182,01/01/2017,01/01/2017,21:05:00,01/01/2017,21:07:00,203,,,1176 CHATTAHOOCHEE AVE NW,0640,2305,,1,Eve,Sun,23,LARCENY-FROM VEHICLE,Blandtown,D,-84.425610000000006,33.800579999999997
7374976,170012193,01/01/2017,01/01/2017,21:15:00,01/01/2017,21:20:00,408,,D,1728 CAMPBELLTON RD SW,0710,2404,,1,Eve,Sun,99,AUTO THEFT,,R,-84.44453,33.710999999999999
7374977,170012234,01/01/2017,12/30/2016,23:00:00,12/30/2016,23:15:00,402,,,590 CASCADE AVE SW,0690,2399,,1,Morn,Fri,12,LARCENY-NON VEHICLE,West End,T,-84.432760000000002,33.738120000000002
7374978,170012253,01/01/2017,01/01/2017,21:00:00,01/01/2017,22:00:00,212,,,1936 PIEDMONT CIR NE,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.368309999999994,33.809649999999998
7374979,170012261,01/01/2017,01/01/2017,22:00:00,01/01/2017,22:21:00,414,,,3755 CARMIA DR SW,0640,2305,,2,Eve,Sun,18,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.509079999999997,33.655709999999999
7374980,170012306,01/01/2017,01/01/2017,20:15:00,01/01/2017,22:54:00,306,,,1094 DECKNER AVE SW,0511,2202,,2,Eve,Sun,20,BURGLARY-RESIDENCE,Sylvan Hills,X,-84.423929999999999,33.713740000000001
7374981,170012317,01/01/2017,01/01/2017,23:02:00,01/01/2017,23:04:00,612,,,1981 FLAT SHOALS RD SE,0311,1204,,1,Morn,Sun,23,ROBBERY-PEDESTRIAN,East Atlanta,W,-84.323239999999998,33.726019999999998
7374982,170012332,01/01/2017,01/01/2017,23:14:00,01/01/2017,23:14:00,101,,,BECKWITH CT SW / MITCHELL ST SW,0710,2404,,1,Morn,Sun,13,AUTO THEFT,Atlanta University Center,T,-84.404449999999997,33.753889999999998
7374983,170012374,01/01/2017,01/01/2017,23:32:00,01/01/2017,23:42:00,307,,,1651 AIKEN ST SW,0410,1314,,1,Morn,Sun,20,AGG ASSAULT,Joyland,Y,-84.396479999999997,33.710079999999998
7374984,170020001,01/02/2017,01/01/2017,23:00:00,01/02/2017,00:01:00,602,,,1091 EUCLID AVE NE,0660,2317,,1,Morn,Sun,21,LARCENY-NON VEHICLE,Inman Park,N,-84.350970000000004,33.763599999999997
7374985,170020018,01/02/2017,01/01/2017,23:40:00,01/02/2017,00:07:00,306,,,1461 SYLVAN RD SW,0410,1314,,1,Morn,Sun,35,AGG ASSAULT,Sylvan Hills,X,-84.418629999999993,33.714950000000002
7374986,170020044,01/02/2017,01/02/2017,00:20:00,01/02/2017,00:22:00,112,,,3170 DONALD LEE HOLLOWELL PKWY NW,0640,2305,,1,Morn,Mon,18,LARCENY-FROM VEHICLE,Collier Heights,I,-84.490549999999999,33.785769999999999
7374987,170020129,01/02/2017,01/02/2017,01:11:00,01/02/2017,01:11:00,106,,,1051 PELHAM ST NW,0430,1315,,1,Morn,Mon,20,AGG ASSAULT,Bankhead,K,-84.421859999999995,33.771549999999998
7374988,170020179,01/02/2017,12/26/2016,14:00:00,01/02/2017,01:46:00,305,,,352 ELVIRA ST SE,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Chosewood Park,Y,-84.376360000000005,33.717550000000003
7374989,170020180,01/02/2017,01/02/2017,01:46:00,01/02/2017,01:53:00,209,,,2657 LENOX RD NE,0440,1399,10,1,Morn,Mon,,AGG ASSAULT,Pine Hills,B,-84.353579999999994,33.826619999999998
7374990,170020190,01/02/2017,01/01/2017,16:00:00,01/02/2017,00:00:00,205,,,1983 HOWELL MILL RD NW,0710,2404,,1,Eve,Sun,18,AUTO THEFT,Channing Valley,C,-84.412760000000006,33.808839999999996
7374991,170020223,01/02/2017,01/02/2017,02:08:00,01/02/2017,02:14:00,607,,,1098 MORELAND AVE SE,0312,1201,,1,Morn,Mon,21,ROBBERY-COMMERCIAL,East Atlanta,W,-84.349320000000006,33.724710000000002
7374992,170020229,01/02/2017,01/02/2017,02:00:00,01/02/2017,02:21:00,312,,,5 CLEVELAND AVE SE,0630,2303,,1,Morn,Mon,12,LARCENY-NON VEHICLE,Glenrose Heights,Z,-84.388509999999997,33.680889999999998
7374993,170020309,01/02/2017,01/02/2017,03:00:00,01/02/2017,03:22:00,501,,,1058 HOWELL MILL RD NW,0640,2305,,2,Morn,Mon,18,LARCENY-FROM VEHICLE,Home Park,E,-84.411900000000003,33.783450000000002
7374994,170020330,01/02/2017,01/02/2017,01:00:00,01/02/2017,03:15:00,504,,,246 MILLS ST NW,0710,2404,,1,Morn,Mon,18,AUTO THEFT,Downtown,M,-84.395449999999997,33.765239999999999
7374995,170020331,01/02/2017,01/02/2017,03:00:00,01/02/2017,03:30:00,211,,1103,2415 CAMELLIA LN NE,0315,1207,10,2,Morn,Mon,26,ROBBERY-RESIDENCE,Lindbergh/Morosgo,B,-84.371170000000006,33.821710000000003
7374996,170020337,01/02/2017,01/02/2017,03:44:00,01/02/2017,03:44:00,210,,3028B,3393 PEACHTREE RD NE,0512,2203,,2,Morn,Mon,24,BURGLARY-NONRES,Lenox,B,-84.362120000000004,33.846760000000003
7374997,170020339,01/02/2017,01/01/2017,23:00:00,01/02/2017,04:00:00,414,,4002,3725 PRINCETON LAKES PKWY SW,0511,2202,,1,Morn,Mon,26,BURGLARY-RESIDENCE,Princeton Lakes,P,-84.508769999999998,33.657769999999999
7374998,170020387,01/02/2017,01/02/2017,04:00:00,01/02/2017,04:37:00,401,,,867 VICTORIA PL SW,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,West End,T,-84.415760000000006,33.734459999999999
7374999,170020518,01/02/2017,01/02/2017,07:22:00,01/02/2017,07:30:00,307,,90,610 AMAL DR SW,0511,2202,,1,Day,Mon,26,BURGLARY-RESIDENCE,Amal Heights,Y,-84.397760000000005,33.709339999999997
7375000,170020545,01/02/2017,01/02/2017,00:00:00,01/02/2017,06:30:00,301,,400,1272 MURPHY AVE SW,0710,2404,,1,Morn,Mon,5,AUTO THEFT,Capitol View,X,-84.422820000000002,33.720280000000002
7375001,170020547,01/02/2017,12/23/2016,17:30:00,01/02/2017,06:00:00,208,,,50 LAKELAND DR NE,0512,2203,,1,Unk,Unk,6,BURGLARY-NONRES,Buckhead Forest,B,-84.381259999999997,33.850459999999998
7375002,170020599,01/02/2017,01/02/2017,02:00:00,01/02/2017,08:00:00,211,,1137,741 MOROSGO DR NE,0511,2202,,2,Morn,Mon,26,BURGLARY-RESIDENCE,Lindbergh/Morosgo,B,-84.363460000000003,33.822960000000002
7375003,170020619,01/02/2017,01/01/2017,20:00:00,01/02/2017,08:32:00,409,,,1689 LAURELWOOD DR SW,0690,2399,,1,Morn,Mon,20,LARCENY-NON VEHICLE,Adams Park,R,-84.467410000000001,33.709139999999998
7375004,170020629,01/02/2017,01/02/2017,03:00:00,01/02/2017,08:00:00,207,,3307,507 BISHOP ST NW,0511,2202,,2,Morn,Mon,26,BURGLARY-RESIDENCE,Loring Heights,E,-84.404859999999999,33.792310000000001
7375005,170020642,01/02/2017,12/31/2016,06:00:00,12/31/2016,06:15:00,408,,A18,1870 CAMPBELLTON RD SW,0640,2305,,1,Morn,Sat,20,LARCENY-FROM VEHICLE,,R,-84.449640000000002,33.709389999999999
7375006,170020690,01/02/2017,01/01/2017,14:00:00,01/02/2017,09:00:00,301,,,883 DILL AVE. SW,0640,2305,,1,Unk,Sun,24,LARCENY-FROM VEHICLE,Capitol View,X,-84.417090000000002,33.718559999999997
7375007,170020760,01/02/2017,01/02/2017,09:30:00,01/02/2017,09:49:00,509,,,477 PEACHTREE ST NE,0430,1315,10,1,Day,Mon,13,AGG ASSAULT,Downtown,M,-84.385239999999996,33.76764
7375008,170020766,01/02/2017,01/02/2017,08:17:00,01/02/2017,08:30:00,210,,,3393 PEACHTREE RD NE,0512,2203,,1,Day,Mon,21,BURGLARY-NONRES,Lenox,B,-84.364750000000001,33.848840000000003
7375009,170020858,01/02/2017,01/01/2017,20:30:00,01/02/2017,10:30:00,601,,3,800 PONCE DE LEON PL NE,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.363799999999998,33.776350000000001
7375010,170020876,01/02/2017,01/02/2017,10:50:00,01/02/2017,13:00:00,312,,,2745 OLD HAPEVILLE RD SW,0311,1212,,2,Day,Mon,18,ROBBERY-PEDESTRIAN,Glenrose Heights,Z,-84.393659999999997,33.679879999999997
7375011,170020957,01/02/2017,01/02/2017,11:26:00,01/02/2017,11:26:00,409,,,2240 CASCADE RD SW,0630,2303,30,1,Day,Mon,17,LARCENY-NON VEHICLE,Adams Park,R,-84.46181,33.722259999999999
